loss,val_loss
160.110046089,36.1798686385
27.3871918023,23.1481943429
20.0175916851,15.9441833794
13.7457007319,9.78275893629
9.78931897879,7.61333631724
7.9993781969,5.24426500499
5.40156637132,5.0851790607
3.93184100091,3.40160506219
3.66126969084,3.37714904547
3.13023643941,2.52703899145
2.48518015072,2.01806307212
2.22445737571,1.66933409683
1.76618667319,1.77861563861
1.58466137946,1.25319674425
1.85061601736,1.22024552524
1.28548171185,1.71900563687
1.59425623715,1.31620732322
1.33324847557,1.19195476919
1.36445908807,1.31314590387
1.28616368957,0.863733185455
1.51495946199,1.292583175
1.17697339132,0.756809256971
1.03863989841,1.29852503724
1.19791335054,0.721563537605
1.13699970208,0.770846118219
1.06308395136,0.967871838249
1.17549441941,0.790191084146
1.07867309451,1.14496321045
0.924046020024,0.706605141982
0.76715515554,0.9342164509
0.876197117381,0.547177582048
0.903727320023,0.683139312081
0.85766438581,0.600547873415
0.873636769131,1.4324471876
0.803003604989,0.592587688938
0.708244957961,0.44759736117
0.817469283007,0.551747730933
0.857785696164,0.478779152967
0.703796889167,0.478154008277
0.836691105738,0.407289445866
0.709252449218,0.38497005403
0.790020426735,0.968457818031
0.682046609931,0.401512659155
0.737706332467,1.26473814622
0.717775740661,0.384010106791
0.424265098758,0.519841202535
0.617033773568,0.64007056132
0.561814456247,0.901772590354
0.621957610361,0.335832032841
0.616601048037,0.331719740294
0.736676577944,0.520066550933
0.612636313308,0.327102977317
0.760235264432,0.646161598153
0.57756776223,1.55543860793
0.68521954678,2.30740669742
0.654596432578,1.19516862184
0.711747787893,0.612041809596
0.460501349531,0.264389856253
0.651175228413,0.342371257953
0.573914431036,0.993615638465
0.668788407464,1.2002594173
0.710803077091,1.1372508686
0.523558214307,0.850294190459
0.49388523493,0.385644888971
0.659998357296,0.469285787083
0.414150382858,0.299954851624
0.523612055928,0.289894415997
0.722296145745,0.268079463392
0.4519819743,0.969668643549
